"","fit","lower","upper","piWidth"
"5",3636.64944370357,3101.01331216077,4172.28557524638,1071.27226308561
"10",3647.2526870377,3155.3743263836,4139.1310476918,983.756721308201
"15",3642.17047194508,3160.27822881096,4124.0627150792,963.784486268231
"20",3644.19789884226,3167.33060112225,4121.06519656227,953.734595440021
"25",3649.59450009763,3178.55427770285,4120.63472249241,942.080444789562
